Date,Algerian dinar   (DZD),Australian dollar   (AUD),Bahrain dinar   (BHD),Bolivar Fuerte   (VEF),Botswana pula   (BWP),Brazilian real   (BRL),Brunei dollar   (BND),Canadian dollar   (CAD),Chilean peso   (CLP),Chinese yuan   (CNY),Colombian peso   (COP),Czech koruna   (CZK),Danish krone   (DKK),Euro   (EUR),Hungarian forint   (HUF),Icelandic krona   (ISK),Indian rupee   (INR),Indonesian rupiah   (IDR),Iranian rial   (IRR),Israeli New Shekel   (ILS),Japanese yen   (JPY),Kazakhstani tenge   (KZT),Korean won   (KRW),Kuwaiti dinar   (KWD),Libyan dinar   (LYD),Malaysian ringgit   (MYR),Mauritian rupee   (MUR),Mexican peso   (MXN),Nepalese rupee   (NPR),New Zealand dollar   (NZD),Norwegian krone   (NOK),Omani rial   (OMR),Pakistani rupee   (PKR),Peruvian sol   (PEN),Philippine peso   (PHP),Polish zloty   (PLN),Qatari riyal   (QAR),Russian ruble   (RUB),Saudi Arabian riyal   (SAR),Singapore dollar   (SGD),South African rand   (ZAR),Sri Lankan rupee   (LKR),Swedish krona   (SEK),Swiss franc   (CHF),Thai baht   (THB),Trinidadian dollar   (TTD),Tunisian dinar   (TND),U.A.E. dirham   (AED),U.K. pound   (GBP),U.S. dollar   (USD),Uruguayan peso   (UYU),Bolivar Soberano   (VES)
2019-07-24,119.54,1.43,0.376,248209.92,10.58,3.76,1.37,1.31,691.57,6.88,3188.01,22.93,6.7,0.9,301.49,121.04,69.01,14542.0,14075.0,3.52,108.17,385.35,1178.4,0.3,1.9324,4.12,35.88,19.09,70.19,1.49,8.65,0.38,173.5988,3.29,51.16,3.82,3.64,63.12,3.75,1.37,13.91,188.5048,9.48,0.98,30.91,6.76,2.8497,3.67,0.8,1.0,33.83,3690.9495
2019-07-25,119.6,1.44,0.376,248209.92,10.57,3.78,1.36,1.31,691.36,6.87,3194.67,22.96,6.72,0.9,301.52,121.05,68.99,14542.0,14076.0,3.52,108.17,385.4,1178.2,0.3,1.9324,4.12,35.91,19.06,70.2,1.49,8.64,0.38,173.654,3.3,51.24,3.82,3.64,63.16,3.75,1.36,13.91,188.5643,9.44,0.99,30.9,6.76,2.8498,3.67,0.8,1.0,34.14,3690.9495
2019-07-26,119.62,1.44,0.376,248209.92,10.65,3.77,1.37,1.32,694.16,6.88,3213.09,22.93,6.7,0.9,301.55,121.06,69.06,14542.0,14076.0,3.53,108.65,385.45,1179.8,0.3,1.9324,4.12,35.96,19.07,70.2,1.5,8.7,0.38,173.7092,3.3,51.11,3.83,3.64,63.13,3.75,1.37,14.2,188.6238,9.47,0.99,30.98,6.76,2.8499,3.67,0.8,1.0,34.17,3690.9495
2019-07-27,119.63,1.44,0.376,248209.92,10.67,3.78,1.37,1.32,694.98,6.88,3219.81,22.97,6.71,0.9,301.58,121.07,69.01,14542.0,14077.0,3.53,108.58,385.5,1181.27,0.3,1.9324,4.12,35.96,19.08,70.21,1.5,8.71,0.38,173.7644,3.3,51.12,3.83,3.64,63.26,3.75,1.37,14.2,188.6833,9.48,0.99,30.94,6.76,2.85,3.67,0.81,1.0,34.18,3690.9495
2019-07-28,119.65,1.45,0.376,248209.92,10.7,3.78,1.37,1.32,695.8,6.89,3226.54,23.0,6.71,0.9,301.6,121.07,68.95,14542.0,14077.0,3.53,108.52,385.55,1182.73,0.3,1.9324,4.12,35.95,19.08,70.22,1.51,8.71,0.38,173.8196,3.3,51.14,3.84,3.64,63.39,3.75,1.37,14.21,188.7427,9.49,0.99,30.9,6.75,2.85,3.67,0.81,1.0,34.19,3690.9495
2019-07-29,119.67,1.45,0.376,248209.92,10.72,3.79,1.37,1.32,696.62,6.89,3233.26,23.03,6.72,0.9,301.63,121.08,68.9,14542.0,14078.0,3.52,108.45,385.6,1184.2,0.3,1.9324,4.12,35.94,19.09,70.22,1.51,8.72,0.38,173.8748,3.3,51.16,3.85,3.64,63.52,3.75,1.37,14.22,188.8022,9.51,0.99,30.87,6.75,2.8501,3.67,0.81,1.0,34.2,3690.9495
2019-07-30,119.64,1.45,0.376,248209.92,10.68,3.79,1.37,1.32,697.22,6.88,3262.81,23.0,6.69,0.9,301.66,121.09,68.75,14542.0,14078.0,3.5,108.78,385.65,1183.4,0.3,1.9324,4.12,35.94,19.07,70.23,1.51,8.73,0.38,173.93,3.31,51.02,3.85,3.64,63.38,3.75,1.37,14.15,188.8617,9.55,0.99,30.83,6.74,2.8502,3.67,0.82,1.0,34.33,3690.9495
2019-07-31,119.58,1.45,0.376,248209.92,10.68,3.76,1.37,1.31,699.98,6.88,3296.85,23.01,6.7,0.9,301.68,121.09,68.86,14542.0,14079.0,3.5,108.56,385.7,1182.0,0.3,1.9324,4.13,35.9,18.99,70.24,1.52,8.77,0.38,173.9852,3.31,51.01,3.85,3.64,63.42,3.75,1.37,14.24,188.9212,9.56,0.99,30.78,6.74,2.8503,3.67,0.82,1.0,34.35,3690.9495
2019-08-01,119.93,1.46,0.376,248209.92,10.79,3.83,1.38,1.32,700.82,6.9,3291.79,23.33,6.76,0.91,301.71,121.1,69.06,14542.0,14079.0,3.52,109.24,385.75,1181.9,0.3,1.9324,4.14,35.95,19.16,70.25,1.53,8.89,0.38,174.0403,3.32,50.86,3.89,3.64,63.83,3.75,1.38,14.48,188.9807,9.67,0.99,30.85,6.74,2.8504,3.67,0.83,1.0,34.6,3690.9495
2019-08-02,119.79,1.47,0.376,248209.92,10.85,3.87,1.38,1.32,704.88,6.94,3329.23,23.2,6.72,0.9,301.74,121.11,69.4,14542.0,14080.0,3.51,107.11,385.8,1188.5,0.3,1.9324,4.15,36.0,19.31,70.25,1.53,8.92,0.38,174.0955,3.34,51.1,3.88,3.64,64.64,3.75,1.38,14.69,189.0402,9.67,0.99,30.88,6.74,2.8505,3.67,0.83,1.0,34.74,3690.9495
2019-08-03,119.75,1.47,0.376,248209.92,10.88,3.9,1.38,1.32,706.96,6.97,3341.41,23.15,6.71,0.9,301.76,121.11,69.72,14542.0,14081.0,3.5,106.75,385.85,1190.6,0.3,1.9324,4.16,36.0,19.4,70.26,1.53,8.92,0.38,174.1507,3.35,51.19,3.88,3.64,64.78,3.75,1.38,14.77,189.0997,9.66,0.98,30.87,6.74,2.8506,3.67,0.82,1.0,34.87,3690.9495
2019-08-04,119.72,1.47,0.376,248209.92,10.91,3.92,1.38,1.32,709.05,7.0,3353.6,23.1,6.69,0.9,301.79,121.12,70.04,14542.0,14081.0,3.5,106.39,385.9,1192.7,0.3,1.9324,4.17,36.0,19.49,70.27,1.53,8.92,0.38,174.2059,3.36,51.28,3.88,3.64,64.92,3.75,1.38,14.85,189.1592,9.65,0.98,30.85,6.73,2.8507,3.67,0.82,1.0,35.01,3690.9495
2019-08-05,119.68,1.47,0.376,248209.92,10.94,3.94,1.38,1.32,711.13,7.03,3365.78,23.05,6.68,0.89,301.82,121.13,70.36,14542.0,14082.0,3.49,106.03,385.94,1194.8,0.3,1.9324,4.18,36.0,19.57,70.27,1.54,8.92,0.38,174.2611,3.38,51.37,3.87,3.64,65.05,3.75,1.38,14.93,189.2187,9.64,0.97,30.84,6.73,2.8508,3.67,0.82,1.0,35.14,3690.9495
2019-08-06,119.22,1.47,0.376,248209.92,10.91,3.96,1.38,1.33,721.7,7.04,3459.47,23.0,6.67,0.89,301.84,121.14,70.72,14542.0,14082.0,3.49,105.6,385.99,1211.8,0.3,1.9324,4.19,35.88,19.63,70.28,1.53,8.9,0.38,174.3163,3.38,51.75,3.85,3.64,65.2,3.75,1.38,14.81,189.2781,9.6,0.97,30.77,6.74,2.8509,3.67,0.82,1.0,35.15,3690.9495
2019-08-07,119.34,1.49,0.376,248209.92,10.94,3.98,1.38,1.33,716.35,7.04,3431.28,22.96,6.66,0.89,301.87,121.14,70.96,14542.0,14083.0,3.49,106.15,386.04,1214.3,0.3,1.9324,4.2,35.78,19.7,70.29,1.54,8.92,0.38,174.3715,3.38,52.0,3.86,3.64,65.09,3.75,1.38,14.94,189.3376,9.59,0.98,30.78,6.72,2.851,3.67,0.82,1.0,35.3,3690.9495
2019-08-08,119.34,1.48,0.376,248209.92,10.95,3.94,1.38,1.33,718.55,7.05,3431.28,23.04,6.67,0.89,301.9,121.15,70.85,14542.0,14083.0,3.48,106.11,386.09,1214.5,0.3,1.9324,4.18,35.72,19.51,70.3,1.55,8.95,0.38,174.4267,3.38,52.19,3.85,3.64,65.13,3.75,1.38,15.16,189.3971,9.62,0.98,30.76,6.74,2.8511,3.67,0.82,1.0,35.27,3690.9495
2019-08-09,119.44,1.47,0.376,248209.92,10.96,3.94,1.38,1.32,710.98,7.05,3394.61,23.07,6.66,0.89,301.92,121.16,70.52,14542.0,14084.0,3.48,105.98,386.14,1211.3,0.3,1.9324,4.19,35.72,19.43,70.3,1.54,8.89,0.38,174.4819,3.38,52.23,3.86,3.64,65.25,3.75,1.38,15.22,189.4566,9.57,0.97,30.73,6.74,2.8512,3.67,0.83,1.0,35.34,3690.9495
2019-08-10,119.45,1.47,0.376,248209.92,11.0,3.96,1.38,1.32,711.33,7.06,3390.64,23.07,6.67,0.89,301.95,121.16,70.7,14542.0,14084.0,3.48,105.84,386.19,1210.77,0.3,1.9324,4.19,35.75,19.48,70.31,1.54,8.91,0.38,174.537,3.38,52.15,3.86,3.64,65.31,3.75,1.38,15.27,189.5161,9.58,0.97,30.75,6.75,2.8513,3.67,0.83,1.0,35.53,3690.9495
2019-08-11,119.47,1.47,0.376,248209.92,11.03,3.98,1.39,1.32,711.69,7.06,3386.68,23.07,6.67,0.89,301.98,121.17,70.88,14542.0,14085.0,3.48,105.71,386.24,1210.23,0.3,1.9324,4.19,35.77,19.53,70.32,1.54,8.92,0.38,174.5922,3.38,52.07,3.87,3.64,65.37,3.75,1.39,15.32,189.5756,9.58,0.97,30.76,6.75,2.8514,3.67,0.83,1.0,35.72,3690.9495
2019-08-12,119.48,1.47,0.376,248209.92,11.06,4.0,1.39,1.32,712.04,7.07,3382.71,23.07,6.67,0.89,302.01,121.18,71.06,14542.0,14086.0,3.48,105.57,386.29,1209.7,0.3,1.9324,4.19,35.79,19.58,70.32,1.55,8.93,0.38,174.6474,3.39,51.98,3.87,3.64,65.43,3.75,1.39,15.37,189.6351,9.59,0.97,30.78,6.76,2.8515,3.67,0.83,1.0,35.9,3690.9495
2019-08-13,119.32,1.48,0.376,248209.92,11.06,3.97,1.39,1.32,716.69,7.07,3436.26,23.02,6.65,0.89,302.03,121.18,71.24,14542.0,14086.0,3.49,105.43,386.34,1215.6,0.3,1.9324,4.19,35.84,19.46,70.33,1.55,8.92,0.38,174.7026,3.38,51.9,3.87,3.64,65.6,3.75,1.39,15.38,189.6946,9.58,0.97,30.8,6.77,2.8516,3.67,0.83,1.0,35.88,3690.9495
2019-08-14,119.5,1.47,0.376,248209.92,11.01,4.01,1.38,1.33,708.37,7.01,3407.76,23.14,6.67,0.89,302.06,121.19,71.1,14542.0,14087.0,3.49,106.36,386.39,1218.9,0.3,1.9324,4.19,35.87,19.58,70.34,1.55,8.94,0.38,174.7578,3.38,52.19,3.89,3.64,65.2,3.75,1.38,15.28,189.7541,9.54,0.97,30.82,6.78,2.8517,3.67,0.83,1.0,36.04,3690.9495
2019-08-15,119.63,1.47,0.376,248209.92,11.06,4.02,1.39,1.33,709.26,7.03,3449.27,23.21,6.69,0.9,302.09,121.2,71.19,14542.0,14087.0,3.52,105.93,386.44,1215.3,0.3,1.9324,4.19,35.94,19.64,70.35,1.55,8.98,0.38,174.813,3.39,52.2,3.91,3.64,65.89,3.75,1.39,15.3,189.8136,9.61,0.97,30.85,6.78,2.8518,3.67,0.83,1.0,36.2,3690.9495
2019-08-16,119.76,1.47,0.376,248209.92,11.04,3.99,1.39,1.33,710.14,7.05,3447.76,23.24,6.7,0.9,302.11,121.21,71.29,14542.0,14088.0,3.54,106.15,386.49,1211.7,0.3,1.9324,4.18,36.01,19.57,70.35,1.55,9.0,0.38,174.8682,3.39,52.52,3.93,3.64,66.0,3.75,1.39,15.19,189.873,9.67,0.98,30.9,6.78,2.8519,3.67,0.82,1.0,36.2,3690.9495
2019-08-17,119.77,1.47,0.376,248209.92,11.05,4.0,1.39,1.33,709.85,7.05,3445.64,23.23,6.7,0.9,302.14,121.21,71.31,14542.0,14088.0,3.54,106.23,386.54,1212.23,0.3,1.9324,4.18,36.02,19.65,70.36,1.56,8.99,0.38,174.9234,3.39,52.5,3.93,3.64,66.2,3.75,1.39,15.25,189.9325,9.67,0.98,30.89,6.78,2.852,3.67,0.82,1.0,36.25,3690.9495
2019-08-18,119.79,1.47,0.376,248209.92,11.05,4.02,1.39,1.33,709.55,7.05,3443.52,23.22,6.71,0.9,302.17,121.22,71.32,14542.0,14089.0,3.54,106.3,386.58,1212.77,0.3,1.9324,4.17,36.03,19.73,70.37,1.56,8.98,0.38,174.9786,3.38,52.48,3.92,3.64,66.4,3.75,1.39,15.3,189.992,9.67,0.98,30.88,6.78,2.8521,3.67,0.82,1.0,36.3,3690.9495
2019-08-19,119.8,1.47,0.376,248209.92,11.06,4.03,1.38,1.33,709.26,7.05,3441.4,23.22,6.72,0.9,302.19,121.23,71.34,14542.0,14089.0,3.54,106.38,386.63,1213.3,0.3,1.9324,4.17,36.04,19.82,70.37,1.56,8.98,0.38,175.0337,3.38,52.47,3.92,3.64,66.61,3.75,1.38,15.35,190.0515,9.66,0.98,30.86,6.78,2.8521,3.67,0.82,1.0,36.34,3690.9495
2019-08-20,119.88,1.47,0.376,248209.92,11.11,4.04,1.39,1.33,711.94,7.06,3441.4,23.29,6.73,0.9,302.22,121.23,71.65,14542.0,14090.0,3.52,106.56,386.68,1210.7,0.3,1.9324,4.18,36.04,19.75,70.38,1.56,9.0,0.38,175.0889,3.38,52.31,3.94,3.64,66.78,3.75,1.39,15.35,190.111,9.68,0.98,30.82,6.73,2.8522,3.67,0.83,1.0,36.6,3690.9495
2019-08-21,119.81,1.47,0.376,248209.92,11.07,4.02,1.38,1.33,710.63,7.06,3420.99,23.23,6.72,0.9,302.25,121.24,71.55,14542.0,14090.0,3.53,106.47,386.73,1210.2,0.3,1.9324,4.17,36.0,19.68,70.39,1.56,8.94,0.38,175.1441,3.38,52.35,3.92,3.64,66.26,3.75,1.38,15.18,190.1705,9.68,0.98,30.78,6.74,2.8523,3.67,0.82,1.0,36.5,3690.9495
2019-08-22,119.79,1.48,0.376,248209.92,11.07,4.04,1.39,1.33,709.52,7.08,3385.28,23.26,6.73,0.9,302.27,121.25,71.7,14542.0,14091.0,3.52,106.45,386.78,1204.0,0.3,1.9324,4.18,36.0,19.75,70.39,1.56,8.97,0.38,175.1993,3.38,52.39,3.93,3.64,65.62,3.75,1.39,15.19,190.23,9.61,0.98,30.78,6.74,2.8524,3.67,0.82,1.0,36.33,3690.9495
2019-08-23,119.88,1.48,0.376,248209.92,11.05,4.08,1.39,1.33,713.22,7.09,3376.99,23.27,6.74,0.9,302.3,121.25,71.73,14542.0,14092.0,3.51,106.55,386.83,1205.1,0.3,1.9324,4.19,36.02,19.84,70.4,1.57,9.0,0.38,175.2545,3.37,52.24,3.94,3.64,65.6,3.75,1.39,15.24,190.2895,9.68,0.99,30.78,6.74,2.8525,3.67,0.82,1.0,36.48,3690.9495
2019-08-24,119.77,1.48,0.376,248209.92,11.06,4.1,1.39,1.33,714.28,7.11,3384.64,23.25,6.73,0.9,302.33,121.26,71.88,14542.0,14092.0,3.51,106.12,386.88,1207.47,0.3,1.9324,4.2,36.01,19.86,70.41,1.57,9.0,0.38,175.3097,3.38,52.26,3.94,3.64,65.73,3.75,1.39,15.24,190.349,9.67,0.98,30.72,6.75,2.8526,3.67,0.82,1.0,36.48,3690.9495
2019-08-25,119.66,1.48,0.376,248209.92,11.07,4.12,1.39,1.33,715.34,7.13,3392.3,23.22,6.72,0.9,302.35,121.27,72.03,14542.0,14093.0,3.52,105.68,386.93,1209.83,0.3,1.9324,4.2,36.0,19.89,70.42,1.57,8.99,0.38,175.3649,3.38,52.28,3.93,3.64,65.85,3.75,1.39,15.24,190.4084,9.65,0.98,30.66,6.75,2.8527,3.67,0.82,1.0,36.49,3690.9495
2019-08-26,119.55,1.49,0.376,248209.92,11.07,4.14,1.39,1.33,716.4,7.15,3399.95,23.2,6.71,0.9,302.38,121.28,72.18,14542.0,14093.0,3.52,105.25,386.98,1212.2,0.3,1.9324,4.2,35.99,19.91,70.42,1.57,8.98,0.38,175.4201,3.38,52.3,3.93,3.64,65.97,3.75,1.39,15.24,190.4679,9.64,0.98,30.61,6.75,2.8528,3.67,0.82,1.0,36.49,3690.9495
2019-08-27,119.72,1.48,0.376,248209.92,11.09,4.16,1.39,1.33,718.75,7.16,3432.85,23.25,6.72,0.9,302.41,121.28,71.82,14542.0,14094.0,3.52,105.84,387.03,1218.2,0.3,1.9324,4.21,35.98,19.99,70.43,1.57,9.0,0.38,175.4753,3.38,52.33,3.93,3.64,66.26,3.75,1.39,15.3,190.5274,9.66,0.98,30.59,6.76,2.8529,3.67,0.82,1.0,36.5,3690.9495
2019-08-28,119.82,1.48,0.376,248209.92,11.09,4.16,1.39,1.33,721.55,7.17,3457.89,23.32,6.73,0.9,302.44,121.29,71.7,14542.0,14094.0,3.52,105.79,387.08,1213.1,0.3,1.9324,4.21,35.98,20.03,70.44,1.57,9.03,0.38,175.5304,3.39,52.38,3.95,3.64,66.41,3.75,1.39,15.37,190.5869,9.67,0.98,30.66,6.77,2.853,3.67,0.82,1.0,36.63,3690.9495
2019-08-29,119.87,1.49,0.376,248209.92,11.12,4.17,1.39,1.33,724.2,7.15,3477.53,23.34,6.74,0.9,302.46,121.3,72.0,14542.0,14095.0,3.52,105.92,387.13,1213.5,0.3,1.9324,4.22,36.01,20.1,70.44,1.58,9.06,0.38,175.5856,3.39,52.27,3.96,3.64,66.75,3.75,1.39,15.29,190.6464,9.73,0.98,30.63,6.77,2.8531,3.67,0.82,1.0,36.61,3690.9495
2019-08-30,120.08,1.49,0.376,248209.92,11.1,4.14,1.39,1.33,720.65,7.14,3464.15,23.48,6.76,0.91,302.49,121.3,71.76,14542.0,14095.0,3.54,106.43,387.18,1215.2,0.3,1.9324,4.22,36.05,20.07,70.45,1.59,9.1,0.38,175.6408,3.4,52.34,3.97,3.64,66.49,3.75,1.39,15.24,190.7059,9.79,0.99,30.65,6.77,2.8532,3.67,0.82,1.0,36.63,3690.9495
2019-08-31,120.18,1.49,0.376,248209.92,11.1,4.14,1.39,1.33,721.67,7.15,3454.94,23.53,6.77,0.91,302.52,121.31,71.87,14542.0,14096.0,3.54,106.4,387.22,1214.38,0.3,1.9324,4.22,36.08,20.05,70.46,1.59,9.11,0.38,175.696,3.4,52.29,3.98,3.64,66.59,3.75,1.39,15.21,190.7654,9.81,0.99,30.65,6.77,2.8533,3.67,0.82,1.0,36.64,3690.9495
2019-09-01,120.29,1.49,0.376,248209.92,11.1,4.15,1.39,1.33,722.68,7.16,3445.72,23.57,6.79,0.91,302.54,121.32,71.97,14542.0,14096.0,3.54,106.36,387.27,1213.55,0.3,1.9324,4.22,36.11,20.04,70.47,1.59,9.13,0.38,175.7512,3.4,52.24,3.98,3.64,66.7,3.75,1.39,15.18,190.8249,9.84,0.99,30.65,6.77,2.8534,3.67,0.83,1.0,36.66,3690.9495
2019-09-02,120.39,1.49,0.376,248209.92,11.1,4.16,1.39,1.33,723.7,7.17,3436.5,23.62,6.8,0.91,302.57,121.32,72.08,14542.0,14097.0,3.55,106.33,387.32,1212.72,0.3,1.9324,4.22,36.13,20.02,70.47,1.59,9.14,0.38,175.8064,3.4,52.19,3.98,3.64,66.8,3.75,1.39,15.15,190.8844,9.86,0.99,30.66,6.76,2.8535,3.67,0.83,1.0,36.68,3690.9495
2019-09-03,120.49,1.49,0.376,248209.92,11.1,4.17,1.39,1.33,724.72,7.18,3427.29,23.66,6.82,0.91,302.6,121.33,72.19,14542.0,14098.0,3.55,106.3,387.37,1211.9,0.3,1.9324,4.22,36.16,20.0,70.48,1.59,9.16,0.38,175.8616,3.4,52.14,3.99,3.64,66.91,3.75,1.39,15.12,190.9438,9.88,0.99,30.66,6.76,2.8536,3.67,0.83,1.0,36.7,3690.9495
2019-09-04,120.27,1.48,0.376,248209.92,11.01,4.12,1.39,1.33,725.69,7.16,3438.61,23.44,6.77,0.91,302.62,121.34,72.07,14542.0,14098.0,3.53,105.99,387.42,1215.2,0.3,1.9324,4.21,36.19,19.78,70.49,1.58,9.06,0.38,175.9168,3.39,52.26,3.94,3.64,66.5,3.75,1.39,14.86,191.0033,9.78,0.98,30.6,6.76,2.8537,3.67,0.82,1.0,36.65,3690.9495
2019-09-05,120.03,1.47,0.376,248209.92,10.93,4.09,1.38,1.32,723.3,7.14,3401.04,23.38,6.75,0.9,302.65,121.35,71.86,14542.0,14099.0,3.51,106.4,387.47,1209.7,0.3,1.9324,4.19,36.23,19.68,70.49,1.57,8.98,0.38,175.9719,3.37,52.13,3.93,3.64,66.05,3.75,1.38,14.83,191.0628,9.71,0.98,30.56,6.76,2.8538,3.67,0.81,1.0,36.59,3690.9495
2019-09-06,120.04,1.47,0.376,248209.92,10.94,4.06,1.38,1.32,717.52,7.12,3377.39,23.42,6.77,0.91,302.68,121.35,71.73,14542.0,14099.0,3.52,107.05,387.52,1199.6,0.3,1.9324,4.18,36.22,19.56,70.5,1.57,9.0,0.38,176.0271,3.34,51.88,3.93,3.64,66.0,3.75,1.38,14.74,191.1223,9.68,0.99,30.65,6.76,2.8539,3.67,0.81,1.0,36.43,3690.9495
2019-09-07,120.04,1.46,0.376,248209.92,10.94,4.07,1.38,1.32,715.42,7.13,3372.16,23.43,6.76,0.91,302.7,121.36,71.68,14542.0,14100.0,3.52,107.02,387.57,1198.7,0.3,1.9324,4.18,36.21,19.55,70.51,1.56,8.98,0.38,176.0823,3.34,51.91,3.93,3.64,65.86,3.75,1.38,14.72,191.1818,9.67,0.99,30.65,6.75,2.854,3.67,0.81,1.0,36.44,3690.9495
2019-09-08,120.05,1.46,0.376,248209.92,10.93,4.07,1.38,1.32,713.32,7.13,3366.93,23.43,6.76,0.91,302.73,121.37,71.64,14542.0,14100.0,3.52,106.98,387.62,1197.8,0.3,1.9324,4.17,36.2,19.55,70.52,1.56,8.96,0.38,176.1375,3.34,51.93,3.93,3.64,65.71,3.75,1.38,14.71,191.2413,9.65,0.99,30.65,6.75,2.8541,3.67,0.81,1.0,36.46,3690.9495
2019-09-09,120.05,1.46,0.376,248209.92,10.93,4.08,1.38,1.32,711.22,7.13,3361.7,23.43,6.76,0.91,302.76,121.37,71.59,14542.0,14101.0,3.53,106.95,387.67,1196.9,0.3,1.9324,4.17,36.19,19.54,70.52,1.56,8.94,0.38,176.1927,3.34,51.96,3.93,3.64,65.57,3.75,1.38,14.69,191.3008,9.64,0.99,30.65,6.75,2.8542,3.67,0.81,1.0,36.48,3690.9495
2019-09-10,119.93,1.46,0.376,248209.92,10.91,4.11,1.38,1.32,713.72,7.1,3368.8,23.43,6.76,0.91,302.78,121.38,71.63,14542.0,14101.0,3.54,107.43,387.72,1192.4,0.3,1.9324,4.17,36.18,19.54,70.53,1.55,8.98,0.38,176.2479,3.34,51.84,3.93,3.64,65.44,3.75,1.38,14.67,191.3603,9.7,0.99,30.64,6.77,2.8542,3.67,0.81,1.0,36.6,3690.9495
2019-09-11,119.96,1.45,0.376,248209.92,10.87,4.06,1.38,1.32,714.77,7.12,3373.75,23.51,6.78,0.91,302.81,121.39,71.66,14542.0,14102.0,3.54,107.64,387.77,1191.9,0.3,1.9324,4.18,36.19,19.55,70.54,1.56,8.97,0.38,176.3031,3.34,51.94,3.93,3.64,65.43,3.75,1.38,14.67,191.4198,9.68,0.99,30.62,6.77,2.8543,3.67,0.81,1.0,36.52,3690.9495
2019-09-12,120.14,1.45,0.376,248209.92,10.89,4.05,1.38,1.32,714.39,7.08,3372.48,23.56,6.81,0.91,302.84,121.4,71.32,14542.0,14103.0,3.54,108.03,387.82,1191.8,0.3,1.9324,4.17,36.21,19.43,70.54,1.56,8.99,0.38,176.3583,3.33,52.13,3.94,3.64,65.19,3.75,1.38,14.59,191.4793,9.66,0.99,30.5,6.77,2.8544,3.67,0.81,1.0,36.44,3690.9495
2019-09-13,119.75,1.45,0.376,248209.92,10.83,4.06,1.37,1.33,711.29,7.08,3359.2,23.29,6.73,0.9,302.87,121.4,70.94,14542.0,14103.0,3.53,108.2,387.86,1191.7,0.3,1.9324,4.16,36.22,19.37,70.55,1.56,8.94,0.38,176.4135,3.32,52.0,3.91,3.64,64.47,3.75,1.37,14.51,191.5387,9.61,0.99,30.43,6.77,2.8545,3.67,0.8,1.0,36.45,3690.9495
2019-09-14,119.77,1.45,0.376,248209.92,10.84,4.07,1.37,1.33,709.88,7.08,3358.18,23.34,6.74,0.9,302.89,121.41,71.14,14542.0,14104.0,3.53,108.2,387.91,1191.6,0.3,1.9324,4.17,36.23,19.38,70.56,1.56,8.95,0.38,176.4686,3.32,51.95,3.91,3.64,64.26,3.75,1.37,14.56,191.5982,9.61,0.99,30.45,6.76,2.8546,3.67,0.8,1.0,36.52,3690.9495
2019-09-15,119.79,1.45,0.376,248209.92,10.85,4.08,1.37,1.33,708.48,7.07,3357.17,23.4,6.76,0.9,302.92,121.42,71.34,14542.0,14104.0,3.53,108.19,387.96,1191.5,0.3,1.9324,4.17,36.23,19.4,70.56,1.57,8.97,0.38,176.5238,3.32,51.89,3.91,3.64,64.04,3.75,1.37,14.6,191.6577,9.61,0.99,30.47,6.75,2.8547,3.67,0.8,1.0,36.58,3690.9495
2019-09-16,119.81,1.45,0.376,248209.92,10.86,4.09,1.37,1.32,707.07,7.07,3356.15,23.46,6.77,0.91,302.95,121.42,71.54,14542.0,14105.0,3.54,108.19,388.01,1191.4,0.3,1.9324,4.18,36.24,19.41,70.57,1.57,8.98,0.38,176.579,3.32,51.84,3.91,3.64,63.83,3.75,1.37,14.64,191.7172,9.61,0.99,30.49,6.74,2.8548,3.67,0.8,1.0,36.64,3690.9495
2019-09-17,120.13,1.46,0.376,248209.92,10.91,4.1,1.38,1.33,709.81,7.09,3364.43,23.5,6.77,0.91,302.97,121.43,71.82,14542.0,14105.0,3.54,108.19,388.06,1184.0,0.3,1.9324,4.18,36.24,19.43,70.58,1.58,8.95,0.38,176.6342,3.34,52.26,3.94,3.64,64.12,3.75,1.38,14.81,191.7767,9.68,0.99,30.57,6.73,2.8549,3.67,0.81,1.0,36.75,3690.9495
2019-09-18,119.97,1.46,0.376,248209.92,10.87,4.1,1.38,1.33,709.81,7.09,3380.92,23.42,6.76,0.9,303.0,121.44,71.31,14542.0,14106.0,3.54,108.21,388.11,1188.3,0.3,1.9324,4.18,36.23,19.35,70.59,1.58,8.95,0.38,176.6894,3.34,52.34,3.93,3.64,64.43,3.75,1.38,14.62,191.8362,9.7,1.0,30.54,6.74,2.855,3.67,0.8,1.0,36.74,3690.9495
2019-09-19,119.94,1.47,0.376,248209.92,10.88,4.14,1.38,1.33,709.81,7.1,3377.79,23.4,6.75,0.9,303.03,121.44,71.14,14542.0,14106.0,3.52,108.13,388.16,1190.5,0.3,1.9324,4.2,36.23,19.4,70.59,1.59,8.94,0.38,176.7446,3.35,52.22,3.93,3.64,64.22,3.75,1.38,14.67,191.8957,9.74,0.99,30.57,6.74,2.8551,3.67,0.8,1.0,36.77,3690.9495
2019-09-20,119.9,1.47,0.376,248209.92,10.89,4.17,1.38,1.33,709.81,7.09,3377.72,23.49,6.77,0.91,303.05,121.45,70.94,14542.0,14107.0,3.51,108.0,388.21,1195.1,0.3,1.9324,4.18,36.23,19.45,70.6,1.59,9.01,0.38,176.7998,3.36,52.28,3.93,3.64,63.85,3.75,1.38,14.86,191.9552,9.67,0.99,30.49,6.74,2.8552,3.67,0.8,1.0,36.78,3690.9495
