Date,Algerian dinar   (DZD),Australian dollar   (AUD),Bahrain dinar   (BHD),Bolivar Fuerte   (VEF),Botswana pula   (BWP),Brazilian real   (BRL),Brunei dollar   (BND),Canadian dollar   (CAD),Chilean peso   (CLP),Chinese yuan   (CNY),Colombian peso   (COP),Czech koruna   (CZK),Danish krone   (DKK),Euro   (EUR),Hungarian forint   (HUF),Icelandic krona   (ISK),Indian rupee   (INR),Indonesian rupiah   (IDR),Iranian rial   (IRR),Israeli New Shekel   (ILS),Japanese yen   (JPY),Kazakhstani tenge   (KZT),Korean won   (KRW),Kuwaiti dinar   (KWD),Libyan dinar   (LYD),Malaysian ringgit   (MYR),Mauritian rupee   (MUR),Mexican peso   (MXN),Nepalese rupee   (NPR),New Zealand dollar   (NZD),Norwegian krone   (NOK),Omani rial   (OMR),Pakistani rupee   (PKR),Peruvian sol   (PEN),Philippine peso   (PHP),Polish zloty   (PLN),Qatari riyal   (QAR),Russian ruble   (RUB),Saudi Arabian riyal   (SAR),Singapore dollar   (SGD),South African rand   (ZAR),Sri Lankan rupee   (LKR),Swedish krona   (SEK),Swiss franc   (CHF),Thai baht   (THB),Trinidadian dollar   (TTD),Tunisian dinar   (TND),U.A.E. dirham   (AED),U.K. pound   (GBP),U.S. dollar   (USD),Uruguayan peso   (UYU),Bolivar Soberano   (VES)
2012-05-29,76.27,1.01,0.376,4.2893,7.73,1.98,1.28,1.03,510.26,6.33,1840.69,20.36,5.93,0.8,238.19,129.8,55.58,9475.0,12260.0,3.88,79.53,148.02,1180.4,0.28,1.9324,3.16,29.7,13.92,88.59,1.31,6.01,0.38,92.4797,2.7,43.55,3.47,3.64,32.09,3.75,1.28,8.32,131.2162,7.15,0.96,31.69,6.4,1.597,3.67,0.64,1.0,20.55,3690.9495
2012-05-30,76.78,1.02,0.376,4.2893,7.81,1.99,1.28,1.03,512.05,6.33,1818.82,20.63,5.97,0.8,240.18,130.45,56.01,9570.0,12260.0,3.88,79.46,147.96,1178.6,0.28,1.9324,3.16,29.71,14.07,89.0,1.31,6.04,0.38,92.9348,2.7,43.49,3.51,3.64,32.45,3.75,1.28,8.45,131.6101,7.22,0.97,31.82,6.41,1.6023,3.67,0.64,1.0,21.06,3690.9495
2012-05-31,76.89,1.03,0.376,4.2893,7.86,2.01,1.29,1.03,517.91,6.34,1827.83,20.72,5.99,0.81,242.06,130.75,56.42,9565.0,12204.0,3.88,78.8,147.91,1177.8,0.28,1.9324,3.18,29.82,14.3,89.74,1.33,6.07,0.38,94.0277,2.71,43.45,3.54,3.64,32.92,3.75,1.29,8.53,132.24,7.24,0.97,31.9,6.41,1.6113,3.67,0.64,1.0,21.24,3690.9495
2012-06-01,77.49,1.03,0.376,4.2893,7.92,2.02,1.29,1.04,519.69,6.33,1833.8,20.92,6.03,0.81,246.6,130.92,55.92,9333.0,12216.0,3.92,78.64,148.06,1181.6,0.28,1.9324,3.18,29.91,14.39,89.87,1.33,6.15,0.38,93.7875,2.71,43.63,3.58,3.64,33.74,3.75,1.29,8.69,132.1045,7.28,0.97,31.84,6.4,1.6145,3.67,0.65,1.0,21.44,3690.9495
2012-06-02,77.37,1.03,0.376,4.2893,7.9,2.03,1.29,1.04,519.66,6.33,1834.1,20.85,6.01,0.81,246.12,130.54,55.79,9376.0,12227.0,3.91,78.48,148.05,1181.17,0.28,1.9324,3.19,29.93,14.34,89.53,1.33,6.14,0.38,93.8351,2.71,43.6,3.57,3.64,33.84,3.75,1.29,8.64,131.8644,7.27,0.97,31.78,6.4,1.6177,3.67,0.65,1.0,21.44,3690.9495
2012-06-03,77.25,1.03,0.376,4.2893,7.87,2.03,1.29,1.04,519.63,6.33,1834.41,20.77,5.99,0.81,245.65,130.15,55.65,9420.0,12238.0,3.9,78.33,148.03,1180.73,0.28,1.9324,3.19,29.94,14.29,89.19,1.32,6.12,0.38,93.8826,2.7,43.57,3.55,3.64,33.94,3.75,1.29,8.58,131.8644,7.26,0.97,31.71,6.41,1.6208,3.67,0.65,1.0,21.43,3690.9495
2012-06-04,77.12,1.03,0.376,4.2893,7.85,2.04,1.29,1.04,519.6,6.33,1834.71,20.69,5.97,0.8,245.17,129.77,55.52,9463.0,12249.0,3.89,78.17,148.02,1180.3,0.28,1.9324,3.2,29.95,14.24,88.85,1.32,6.11,0.38,93.9302,2.7,43.54,3.54,3.64,34.04,3.75,1.29,8.53,131.8644,7.25,0.97,31.65,6.41,1.624,3.67,0.65,1.0,21.43,3690.9495
2012-06-05,77.19,1.02,0.376,4.2893,7.82,2.04,1.29,1.04,515.58,6.32,1815.54,20.69,5.96,0.8,244.08,129.8,55.56,9463.0,12260.0,3.9,78.35,148.76,1181.8,0.28,1.9324,3.19,29.94,14.23,88.76,1.32,6.11,0.38,93.8954,2.7,43.48,3.54,3.64,33.2,3.75,1.29,8.46,131.7844,7.21,0.97,31.59,6.38,1.6145,3.67,0.65,1.0,21.46,3690.9495
2012-06-06,77.11,1.02,0.376,4.2893,7.8,2.03,1.28,1.03,512.47,6.33,1799.33,20.47,5.95,0.8,239.65,129.16,55.5,9465.0,12260.0,3.89,78.8,148.83,1180.1,0.28,1.9324,3.18,29.97,14.11,89.13,1.32,6.09,0.38,94.0691,2.68,43.39,3.47,3.64,32.79,3.75,1.28,8.41,130.8369,7.19,0.96,31.48,6.4,1.6116,3.67,0.65,1.0,21.64,3690.9495
2012-06-07,76.91,1.0,0.376,4.2893,7.71,2.02,1.28,1.02,508.28,6.32,1783.12,20.11,5.9,0.79,236.77,128.7,55.15,9375.0,12260.0,3.87,79.35,148.89,1178.4,0.28,1.9324,3.17,29.94,14.07,88.59,1.3,6.02,0.38,94.3211,2.67,43.3,3.46,3.64,32.19,3.75,1.28,8.26,130.1697,7.18,0.96,31.46,6.41,1.6087,3.67,0.65,1.0,21.64,3690.9495
2012-06-08,77.27,1.02,0.376,4.2893,7.83,2.02,1.28,1.03,501.74,6.32,1766.91,20.44,5.96,0.8,239.04,129.74,55.36,9433.0,12260.0,3.88,79.65,148.64,1170.7,0.28,1.9324,3.18,29.92,14.04,88.0,1.3,6.1,0.38,94.1336,2.68,43.12,3.46,3.64,32.74,3.75,1.28,8.47,130.1486,7.19,0.96,31.78,6.4,1.6102,3.67,0.65,1.0,21.65,3690.9495
2012-06-09,77.27,1.01,0.376,4.2893,7.8,2.02,1.28,1.03,502.52,6.32,1769.25,20.38,5.95,0.8,237.44,129.46,55.32,9433.0,12260.0,3.88,79.64,148.64,1171.47,0.28,1.9324,3.18,29.93,14.01,88.23,1.3,6.07,0.38,94.2059,2.68,43.16,3.44,3.64,32.74,3.75,1.28,8.43,130.3868,7.15,0.96,31.71,6.4,1.6116,3.67,0.65,1.0,21.6,3690.9495
2012-06-10,77.27,1.01,0.376,4.2893,7.78,2.03,1.28,1.03,503.3,6.32,1771.58,20.31,5.94,0.8,235.84,129.17,55.28,9433.0,12260.0,3.87,79.64,148.64,1172.23,0.28,1.9324,3.17,29.94,13.99,88.46,1.29,6.05,0.38,94.2782,2.68,43.2,3.42,3.64,32.73,3.75,1.28,8.39,130.3868,7.11,0.96,31.64,6.4,1.6131,3.67,0.65,1.0,21.55,3690.9495
2012-06-11,77.27,1.01,0.376,4.2893,7.75,2.04,1.28,1.03,504.08,6.32,1773.92,20.25,5.93,0.8,234.24,128.89,55.24,9433.0,12260.0,3.86,79.63,148.64,1173.0,0.28,1.9324,3.16,29.95,13.96,88.69,1.29,6.02,0.38,94.3505,2.68,43.24,3.41,3.64,32.73,3.75,1.28,8.35,130.3868,7.07,0.96,31.57,6.4,1.6145,3.67,0.64,1.0,21.5,3690.9495
2012-06-12,77.43,1.01,0.376,4.2893,7.79,2.03,1.28,1.03,501.85,6.33,1776.26,20.56,5.95,0.8,237.28,129.41,56.05,9448.0,12260.0,3.89,79.24,148.7,1167.0,0.28,1.9324,3.18,30.07,14.01,89.2,1.3,6.04,0.38,94.2726,2.68,43.12,3.46,3.64,32.73,3.75,1.28,8.41,131.2043,7.08,0.96,31.67,6.4,1.5946,3.67,0.64,1.0,21.5,3690.9495
2012-06-13,77.4,1.01,0.376,4.2893,7.78,2.06,1.28,1.03,504.03,6.33,1776.47,20.4,5.93,0.8,237.16,129.22,55.85,9455.0,12260.0,3.88,79.64,148.83,1170.5,0.28,1.9324,3.18,30.21,13.97,89.4,1.29,5.99,0.38,94.4552,2.68,43.0,3.46,3.64,32.73,3.75,1.28,8.41,132.3251,7.06,0.96,31.6,6.4,1.6046,3.67,0.64,1.0,21.6,3690.9495
2012-06-14,77.45,1.0,0.376,4.2893,7.79,2.06,1.28,1.02,502.07,6.32,1783.45,20.34,5.92,0.8,236.97,127.98,55.79,9468.0,12260.0,3.88,79.43,148.9,1167.8,0.28,1.9324,3.18,30.34,14.0,88.9,1.29,5.98,0.38,94.424,2.67,42.78,3.44,3.64,32.58,3.75,1.28,8.43,132.0079,7.03,0.95,31.56,6.4,1.6002,3.67,0.64,1.0,21.64,3690.9495
2012-06-15,77.84,1.0,0.376,4.2893,7.76,2.07,1.28,1.02,501.34,6.31,1787.63,20.32,5.9,0.79,234.15,126.64,55.76,9468.0,12260.0,3.87,79.48,148.96,1166.8,0.28,1.9324,3.17,30.44,13.98,89.22,1.28,5.97,0.38,94.3326,2.67,42.57,3.4,3.64,32.39,3.75,1.28,8.38,132.0539,7.0,0.95,31.52,6.4,1.5948,3.67,0.64,1.0,21.64,3690.9495
2012-06-16,77.86,1.0,0.376,4.2893,7.76,2.06,1.27,1.03,500.59,6.31,1787.16,20.28,5.9,0.79,233.17,126.16,55.71,9458.0,12260.0,3.86,79.41,148.95,1165.87,0.28,1.9324,3.16,30.47,13.96,89.01,1.27,5.97,0.38,94.289,2.66,42.49,3.39,3.64,32.31,3.75,1.27,8.37,131.7936,6.99,0.95,31.49,6.4,1.5928,3.67,0.64,1.0,21.64,3690.9495
2012-06-17,77.87,0.99,0.376,4.2893,7.75,2.05,1.27,1.03,499.84,6.3,1786.68,20.25,5.89,0.79,232.19,125.69,55.65,9448.0,12260.0,3.86,79.34,148.93,1164.93,0.28,1.9324,3.15,30.49,13.94,88.81,1.27,5.97,0.38,94.2453,2.66,42.42,3.38,3.64,32.22,3.75,1.27,8.36,131.7936,6.98,0.95,31.47,6.4,1.5909,3.67,0.64,1.0,21.64,3690.9495
2012-06-18,77.88,0.99,0.376,4.2893,7.75,2.04,1.27,1.03,499.09,6.3,1786.21,20.22,5.89,0.79,231.21,125.21,55.6,9438.0,12260.0,3.86,79.27,148.92,1164.0,0.28,1.9324,3.15,30.52,13.92,88.6,1.26,5.96,0.38,94.2017,2.65,42.34,3.37,3.64,32.13,3.75,1.27,8.35,131.7936,6.97,0.95,31.45,6.4,1.5889,3.67,0.64,1.0,21.65,3690.9495
2012-06-19,77.75,0.99,0.376,4.2893,7.69,2.06,1.27,1.02,500.73,6.3,1786.21,20.2,5.89,0.79,229.91,125.24,56.01,9438.0,12260.0,3.86,78.98,148.92,1158.4,0.28,1.9324,3.16,30.61,13.7,89.19,1.26,5.96,0.38,93.9407,2.64,42.16,3.39,3.64,32.53,3.75,1.27,8.25,131.988,7.0,0.95,31.43,6.39,1.5872,3.67,0.64,1.0,21.65,3690.9495
2012-06-20,77.86,0.98,0.376,4.2893,7.66,2.04,1.27,1.02,495.48,6.3,1773.18,20.04,5.85,0.79,226.44,124.68,55.86,9463.0,12260.0,3.86,78.88,148.88,1158.2,0.28,1.9324,3.16,30.72,13.73,89.65,1.26,5.91,0.38,94.0876,2.64,42.31,3.35,3.64,32.52,3.75,1.27,8.21,132.4807,6.98,0.95,31.47,6.39,1.5889,3.67,0.64,1.0,21.63,3690.9495
2012-06-21,78.01,0.98,0.376,4.2893,7.69,2.03,1.27,1.03,496.66,6.3,1770.38,20.27,5.87,0.79,225.09,124.93,56.42,9473.0,12260.0,3.88,79.62,148.8,1152.7,0.28,1.9324,3.17,30.79,13.77,89.55,1.25,5.92,0.38,94.4174,2.65,42.14,3.36,3.64,32.91,3.75,1.27,8.24,132.4563,6.97,0.95,31.64,6.39,1.5818,3.67,0.64,1.0,21.72,3690.9495
2012-06-22,78.18,0.99,0.376,4.2893,7.77,2.04,1.28,1.03,499.59,6.31,1775.99,20.56,5.93,0.8,228.95,126.02,56.99,9473.0,12260.0,3.9,80.42,148.99,1150.1,0.28,1.9324,3.19,30.81,13.82,90.28,1.27,5.97,0.38,94.3929,2.65,42.26,3.4,3.64,33.52,3.75,1.28,8.35,132.8614,6.99,0.96,31.81,6.41,1.5845,3.67,0.64,1.0,21.73,3690.9495
2012-06-23,78.23,1.0,0.376,4.2893,7.79,2.04,1.28,1.03,501.02,6.31,1753.15,20.59,5.94,0.8,229.29,126.18,56.84,9475.0,12260.0,3.91,80.38,149.05,1152.47,0.28,1.9324,3.19,30.83,13.86,90.71,1.27,5.98,0.38,94.4251,2.65,42.34,3.41,3.64,33.4,3.75,1.28,8.39,132.8667,7.01,0.96,31.83,6.41,1.5873,3.67,0.64,1.0,21.77,3690.9495
2012-06-24,78.28,1.0,0.376,4.2893,7.81,2.05,1.28,1.03,502.46,6.32,1730.31,20.63,5.94,0.8,229.63,126.35,56.68,9478.0,12260.0,3.91,80.34,149.11,1154.83,0.28,1.9324,3.19,30.84,13.91,91.14,1.27,5.99,0.38,94.4574,2.66,42.42,3.41,3.64,33.29,3.75,1.28,8.43,132.8667,7.03,0.96,31.86,6.4,1.59,3.67,0.64,1.0,21.81,3690.9495
2012-06-25,78.33,1.0,0.376,4.2893,7.82,2.06,1.28,1.03,503.89,6.32,1707.47,20.67,5.95,0.8,229.97,126.51,56.53,9480.0,12260.0,3.91,80.3,149.17,1157.2,0.28,1.9324,3.19,30.86,13.95,91.57,1.27,6.0,0.38,94.4896,2.66,42.49,3.41,3.64,33.17,3.75,1.28,8.46,132.8667,7.05,0.96,31.88,6.4,1.5928,3.67,0.64,1.0,21.85,3690.9495
2012-06-26,78.44,1.0,0.376,4.2893,7.81,2.07,1.28,1.03,508.1,6.32,1803.37,20.81,5.96,0.8,229.72,126.37,57.07,9470.0,12260.0,3.94,79.73,149.22,1160.8,0.28,1.9324,3.19,30.9,13.86,90.9,1.27,6.01,0.38,94.4639,2.66,42.62,3.41,3.64,33.17,3.75,1.28,8.48,132.9429,7.06,0.96,31.82,6.39,1.5955,3.67,0.64,1.0,22.0,3690.9495
2012-06-27,78.8,0.99,0.376,4.2893,7.79,2.07,1.28,1.03,508.84,6.32,1805.14,20.77,5.96,0.8,228.97,126.31,57.22,9475.0,12260.0,3.95,79.4,149.31,1159.9,0.28,1.9324,3.19,30.92,13.67,91.24,1.27,6.03,0.38,94.5802,2.66,42.5,3.4,3.64,32.84,3.75,1.28,8.39,133.1261,7.07,0.96,31.88,6.41,1.5964,3.67,0.64,1.0,22.08,3690.9495
2012-06-28,78.93,0.99,0.376,4.2893,7.8,2.08,1.28,1.03,505.35,6.32,1796.18,20.78,5.99,0.81,231.62,126.8,56.92,9480.0,12260.0,3.94,79.47,149.32,1157.1,0.28,1.9324,3.19,30.97,13.65,91.38,1.26,6.08,0.38,94.6114,2.67,42.37,3.44,3.64,32.94,3.75,1.28,8.42,133.9614,7.04,0.97,31.86,6.42,1.5962,3.67,0.64,1.0,22.1,3690.9495
2012-06-29,78.72,0.98,0.376,4.2893,7.65,2.09,1.27,1.02,509.73,6.32,1805.6,20.36,5.9,0.79,229.13,125.74,56.31,9480.0,12260.0,3.92,79.3,149.17,1153.8,0.28,1.9324,3.19,30.98,13.41,91.1,1.27,5.98,0.38,94.627,2.66,42.28,3.39,3.64,32.82,3.75,1.27,8.2,133.3044,6.96,0.96,31.81,6.42,1.6003,3.67,0.64,1.0,21.91,3690.9495
2012-06-30,78.8,0.98,0.376,4.2893,7.65,2.07,1.27,1.02,507.76,6.32,1798.57,20.33,5.9,0.79,228.06,125.56,55.93,9454.0,12260.0,3.92,79.45,149.25,1153.17,0.28,1.9324,3.18,30.98,13.4,90.4,1.26,5.98,0.38,94.6603,2.66,42.28,3.37,3.64,32.72,3.75,1.27,8.19,133.749,6.95,0.95,31.75,6.42,1.5957,3.67,0.64,1.0,21.88,3690.9495
2012-07-01,78.88,0.98,0.376,4.2893,7.64,2.04,1.27,1.02,505.78,6.32,1791.53,20.3,5.9,0.79,226.98,125.37,55.56,9427.0,12260.0,3.92,79.61,149.34,1152.53,0.28,1.9324,3.18,30.98,13.4,89.7,1.26,5.98,0.38,94.6937,2.66,42.28,3.36,3.64,32.62,3.75,1.27,8.18,133.749,6.94,0.95,31.69,6.42,1.5911,3.67,0.64,1.0,21.85,3690.9495
2012-07-02,78.95,0.98,0.376,4.2893,7.63,2.02,1.27,1.01,503.81,6.31,1784.5,20.27,5.9,0.79,225.91,125.19,55.18,9401.0,12260.0,3.92,79.76,149.42,1151.9,0.28,1.9324,3.17,30.97,13.4,89.0,1.25,5.98,0.38,94.727,2.65,42.28,3.35,3.64,32.53,3.75,1.27,8.17,133.749,6.94,0.95,31.63,6.42,1.5865,3.67,0.64,1.0,21.82,3690.9495
2012-07-03,79.06,0.97,0.376,4.2893,7.63,1.99,1.26,1.01,501.84,6.32,1784.6,20.32,5.91,0.8,226.08,125.61,54.81,9428.0,12260.0,3.93,79.52,149.29,1143.7,0.28,1.9324,3.16,30.9,13.32,88.89,1.25,5.98,0.38,94.7604,2.65,41.99,3.34,3.64,32.48,3.75,1.26,8.14,133.7089,6.93,0.95,31.54,6.42,1.5862,3.67,0.64,1.0,21.87,3690.9495
2012-07-04,79.35,0.97,0.376,4.2893,7.64,2.0,1.27,1.01,499.01,6.32,1778.06,20.4,5.95,0.8,227.73,126.35,54.92,9406.0,12260.0,3.92,79.72,149.41,1139.5,0.28,1.9324,3.16,30.88,13.38,87.94,1.24,6.0,0.38,94.6282,2.65,41.86,3.36,3.64,32.48,3.75,1.27,8.12,133.6286,6.92,0.96,31.54,6.41,1.5914,3.67,0.64,1.0,21.93,3690.9495
2012-07-05,79.64,0.97,0.376,4.2893,7.66,2.02,1.27,1.01,496.18,6.32,1771.53,20.47,5.98,0.8,229.38,127.09,55.03,9383.0,12260.0,3.91,79.93,149.53,1135.3,0.28,1.9324,3.16,30.86,13.43,87.0,1.24,6.02,0.38,94.496,2.65,41.72,3.37,3.64,32.47,3.75,1.27,8.11,133.6286,6.92,0.96,31.55,6.4,1.5967,3.67,0.64,1.0,21.98,3690.9495
2012-07-06,79.92,0.97,0.376,4.2893,7.74,2.03,1.27,1.02,495.97,6.32,1774.37,20.54,6.01,0.81,231.33,127.91,55.42,9403.0,12260.0,3.93,79.97,149.57,1136.5,0.28,1.9324,3.17,30.91,13.49,88.04,1.25,6.08,0.38,94.1947,2.65,41.69,3.41,3.64,32.62,3.75,1.27,8.22,133.6876,6.97,0.97,31.63,6.42,1.602,3.67,0.64,1.0,22.06,3690.9495
2012-07-07,80.08,0.98,0.376,4.2893,7.74,2.03,1.27,1.02,497.07,6.33,1778.0,20.62,6.03,0.81,232.79,128.03,55.62,9415.0,12260.0,3.94,79.86,149.57,1137.13,0.28,1.9324,3.18,30.92,13.48,88.24,1.25,6.08,0.38,94.0695,2.65,41.73,3.42,3.64,32.75,3.75,1.27,8.25,133.3591,6.99,0.97,31.67,6.42,1.6067,3.67,0.64,1.0,22.03,3690.9495
2012-07-08,80.23,0.98,0.376,4.2893,7.75,2.03,1.27,1.02,498.16,6.33,1781.62,20.69,6.04,0.81,234.24,128.16,55.82,9426.0,12260.0,3.95,79.76,149.57,1137.77,0.28,1.9324,3.18,30.93,13.47,88.45,1.25,6.09,0.38,93.9444,2.64,41.76,3.44,3.64,32.87,3.75,1.27,8.27,133.3591,7.0,0.97,31.72,6.42,1.6114,3.67,0.64,1.0,22.0,3690.9495
2012-07-09,80.38,0.98,0.376,4.2893,7.75,2.04,1.27,1.02,499.26,6.33,1785.25,20.77,6.05,0.81,235.7,128.28,56.02,9438.0,12260.0,3.96,79.65,149.57,1138.4,0.28,1.9324,3.19,30.94,13.45,88.65,1.25,6.1,0.38,93.8192,2.64,41.8,3.45,3.64,32.99,3.75,1.27,8.29,133.3591,7.02,0.98,31.76,6.42,1.6161,3.67,0.65,1.0,21.98,3690.9495
2012-07-10,80.58,0.98,0.376,4.2893,7.7,2.03,1.27,1.02,496.89,6.32,1790.25,20.7,6.05,0.81,233.24,128.02,55.81,9443.0,12260.0,3.96,79.51,149.7,1142.4,0.28,1.9324,3.19,31.02,13.29,89.45,1.26,6.09,0.38,94.3844,2.63,41.95,3.41,3.64,32.98,3.75,1.27,8.21,133.4704,7.01,0.98,31.72,6.39,1.6233,3.67,0.64,1.0,21.94,3690.9495
2012-07-11,80.6,0.98,0.376,4.2893,7.71,2.03,1.27,1.02,493.34,6.32,1785.06,20.71,6.07,0.82,234.07,128.24,55.37,9460.0,12260.0,3.96,79.35,149.86,1143.1,0.28,1.9324,3.19,31.08,13.32,88.75,1.26,6.1,0.38,94.251,2.63,41.88,3.4,3.64,32.83,3.75,1.27,8.21,133.6636,6.97,0.98,31.72,6.4,1.6234,3.67,0.64,1.0,21.81,3690.9495
2012-07-12,80.88,0.98,0.376,4.2893,7.79,2.03,1.27,1.02,492.54,6.32,1787.72,20.89,6.11,0.82,236.71,128.97,55.7,9462.0,12260.0,3.98,79.62,149.91,1144.1,0.28,1.9324,3.18,31.08,13.48,88.55,1.26,6.13,0.38,94.4024,2.63,41.88,3.44,3.64,32.72,3.75,1.27,8.35,133.7621,7.02,0.99,31.78,6.42,1.6246,3.67,0.65,1.0,21.74,3690.9495
2012-07-13,80.82,0.98,0.376,4.2893,7.79,2.05,1.27,1.02,493.87,6.32,1790.12,20.84,6.1,0.82,237.6,128.99,55.66,9480.0,12260.0,3.97,79.38,149.89,1145.8,0.28,1.9324,3.19,31.11,13.34,89.15,1.27,6.11,0.38,94.389,2.62,41.95,3.45,3.64,32.66,3.75,1.27,8.33,133.8114,7.03,0.98,31.77,6.42,1.635,3.67,0.65,1.0,21.68,3690.9495
2012-07-14,80.81,0.98,0.376,4.2893,7.78,2.04,1.27,1.02,492.71,6.32,1786.82,20.84,6.11,0.82,237.27,129.01,55.41,9479.0,12260.0,3.97,79.26,149.88,1146.2,0.28,1.9324,3.18,31.12,13.32,88.84,1.26,6.11,0.38,94.4844,2.62,41.99,3.44,3.64,32.65,3.75,1.27,8.31,133.8218,7.04,0.98,31.72,6.42,1.635,3.67,0.65,1.0,21.68,3690.9495
2012-07-15,80.8,0.98,0.376,4.2893,7.76,2.04,1.27,1.02,491.54,6.32,1783.51,20.84,6.11,0.82,236.93,129.02,55.17,9479.0,12260.0,3.98,79.13,149.87,1146.6,0.28,1.9324,3.18,31.13,13.3,88.53,1.26,6.12,0.38,94.5798,2.62,42.03,3.44,3.64,32.63,3.75,1.27,8.29,133.8218,7.04,0.98,31.67,6.41,1.6349,3.67,0.65,1.0,21.68,3690.9495
2012-07-16,80.79,0.98,0.376,4.2893,7.74,2.03,1.26,1.02,490.38,6.32,1780.21,20.85,6.11,0.82,236.6,129.04,54.92,9478.0,12260.0,3.98,79.01,149.86,1147.0,0.28,1.9324,3.18,31.14,13.28,88.22,1.25,6.12,0.38,94.6752,2.62,42.07,3.44,3.64,32.62,3.75,1.26,8.27,133.8218,7.05,0.99,31.62,6.41,1.6349,3.67,0.64,1.0,21.68,3690.9495
2012-07-17,80.82,0.97,0.376,4.2893,7.72,2.04,1.26,1.01,490.38,6.32,1778.42,20.63,6.06,0.81,233.82,126.85,55.15,9474.0,12260.0,3.98,78.89,149.95,1147.6,0.28,1.9324,3.16,31.15,13.22,88.45,1.26,6.09,0.38,94.4181,2.62,41.89,3.4,3.64,32.5,3.75,1.26,8.21,133.785,7.02,0.98,31.56,6.43,1.6206,3.67,0.64,1.0,21.73,3690.9495
2012-07-18,81.01,0.97,0.376,4.2893,7.7,2.03,1.26,1.01,488.82,6.31,1778.97,20.66,6.08,0.82,232.72,126.09,55.34,9463.0,12260.0,4.01,79.08,149.89,1143.5,0.28,1.9324,3.16,31.07,13.12,88.04,1.25,6.12,0.38,94.446,2.62,41.73,3.4,3.64,32.4,3.75,1.26,8.18,133.8565,6.96,0.98,31.65,6.42,1.6216,3.67,0.64,1.0,21.73,3690.9495
2012-07-19,81.22,0.96,0.376,4.2893,7.67,2.03,1.26,1.01,488.42,6.31,1778.28,20.6,6.05,0.81,231.87,125.49,55.38,9470.0,12260.0,4.04,78.59,149.66,1140.2,0.28,1.9324,3.15,31.05,13.19,88.63,1.25,6.09,0.38,94.3496,2.62,41.63,3.39,3.64,32.08,3.75,1.26,8.13,133.7108,6.93,0.98,31.65,6.41,1.6189,3.67,0.64,1.0,21.73,3690.9495
2012-07-20,81.23,0.96,0.376,4.2893,7.73,2.02,1.25,1.01,485.64,6.31,1775.8,20.97,6.1,0.82,232.25,124.81,55.15,9478.0,12260.0,4.0,78.75,149.56,1138.6,0.28,1.9324,3.15,30.97,13.29,88.5,1.24,6.08,0.38,94.5406,2.63,41.68,3.4,3.64,31.95,3.75,1.25,8.26,133.1266,6.94,0.98,31.7,6.43,1.621,3.67,0.64,1.0,21.71,3690.9495
2012-07-21,81.36,0.96,0.376,4.2893,7.77,2.02,1.26,1.01,486.41,6.32,1775.8,21.02,6.11,0.82,234.08,124.72,55.35,9483.0,12260.0,4.01,78.63,149.54,1139.3,0.28,1.9324,3.16,30.96,13.37,88.5,1.25,6.09,0.38,94.5495,2.64,41.73,3.42,3.64,32.09,3.75,1.26,8.33,131.8234,6.95,0.98,31.72,6.42,1.6219,3.67,0.64,1.0,21.76,3690.9495
2012-07-22,81.48,0.97,0.376,4.2893,7.81,2.02,1.26,1.02,487.18,6.32,1775.8,21.08,6.13,0.82,235.9,124.62,55.56,9488.0,12260.0,4.03,78.52,149.53,1140.0,0.28,1.9324,3.17,30.96,13.45,88.5,1.25,6.09,0.38,94.5585,2.64,41.79,3.43,3.64,32.23,3.75,1.26,8.39,131.8234,6.96,0.99,31.74,6.42,1.6228,3.67,0.64,1.0,21.8,3690.9495
2012-07-23,81.61,0.97,0.376,4.2893,7.86,2.02,1.26,1.02,487.95,6.33,1775.8,21.13,6.15,0.83,237.73,124.53,55.76,9493.0,12260.0,4.04,78.4,149.51,1140.7,0.28,1.9324,3.17,30.95,13.52,88.5,1.25,6.1,0.38,94.5674,2.65,41.84,3.45,3.64,32.38,3.75,1.26,8.46,131.8234,6.98,0.99,31.76,6.42,1.6237,3.67,0.64,1.0,21.85,3690.9495
2012-07-24,81.58,0.97,0.376,4.2893,7.86,2.04,1.26,1.02,493.1,6.33,1790.39,21.12,6.15,0.83,237.63,124.73,56.02,9488.0,12260.0,4.06,78.25,149.74,1146.9,0.28,1.9324,3.18,31.08,13.68,89.5,1.27,6.1,0.38,94.5763,2.64,42.03,3.47,3.64,32.63,3.75,1.26,8.5,131.0693,6.95,0.99,31.76,6.43,1.6354,3.67,0.64,1.0,21.95,3690.9495
2012-07-25,81.61,0.98,0.376,4.2893,7.82,2.04,1.26,1.02,493.32,6.34,1797.33,21.06,6.13,0.82,238.4,124.27,56.38,9490.0,12260.0,4.06,78.12,149.92,1148.1,0.28,1.9324,3.18,31.1,13.65,89.61,1.28,6.07,0.38,94.5408,2.64,42.04,3.47,3.64,32.97,3.75,1.26,8.4,130.6954,6.97,0.99,31.77,6.41,1.6344,3.67,0.65,1.0,21.85,3690.9495
2012-07-26,81.18,0.97,0.376,4.2893,7.73,2.04,1.26,1.01,492.49,6.34,1799.48,20.8,6.07,0.82,237.16,123.8,55.95,9493.0,12260.0,4.08,78.1,150.03,1150.9,0.28,1.9324,3.17,31.07,13.44,90.0,1.26,6.04,0.38,94.632,2.63,42.14,3.45,3.64,32.62,3.75,1.26,8.29,130.9745,6.94,0.99,31.67,6.43,1.6204,3.67,0.64,1.0,21.62,3690.9495
